"Listing ID","Listing Name","Listing Sync","Listing Status","PMS Name","Customization Group","Show Listing","Tags","Min Price","Base Price","Max Price","Bedroom Count","City","Last Synced Time","Notes","Recommended Base Price",Total Occupancy ( Next 7 Days ),Total Market Occupancy Next 7 Days,Total Occupancy ( Next 30 Days ),Total Market Occupancy Next 30 Days,Total Occupancy ( Next 60 Days ),Total Market Occupancy Next 60 Days
"1345960842338220775","Authentic Brazillian Sítio - Offroad, Nature, BBQ","TRUE","available","airbnb","","true","","220","330","660","3","Mairinque","Mar 27 2026 2:18 AM","","350","100 %","13 %","77 %","12 %","38 %","7 %"
