"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha",Resultados,"Indicador de resultados","Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,Alcance,Término,"Configuração de atribuição"
2026-04-03,2026-04-04,AWARE_Sitio_Girassol_Apr26,active,19581,reach,0.57760074,15,Diário,11.31,20066,19581,Contínuo,"Clique de 7 dias ou visualização de 1 dia"
