"Reporting starts","Reporting ends","Campaign name",Impressions,"CPM (cost per 1,000 impressions) (BRL)",Reach,Frequency,"Amount spent (BRL)","Link clicks","CTR (link click-through rate)","CPC (cost per link click) (BRL)","Landing page views","Cost per landing page view (BRL)","Cost per landing page view (BRL)",ThruPlays,"3-second video plays"
2026-04-03,2026-04-03,AWARE_Sitio_Girassol_Apr26,5510,0.520871,5496,1.002547,2.87,4,0.072595,0.7175,3,0.956667,0.956667,66,1107
