"Início dos relatórios","Término dos relatórios","Nome do anúncio","Veiculação do anúncio",Impressões,"CPM (custo por 1.000 impressões) (BRL)",Alcance,Frequência,"Valor usado (BRL)","Cliques no link","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)",ThruPlays,"Reproduções do vídeo por no mínimo 3 segundos","Classificação de qualidade","Classificação da taxa de engajamento",custom_derived_metrics:3885591754908253,custom_derived_metrics:3885592338241528,custom_derived_metrics:3885592788241483
2026-04-03,2026-04-03,AWARE_ColdInterest_ReelPool_Apr26,active,6115,0.520033,6115,1,3.18,4,0.065413,0.795,72,1214,–,–,1.06,0.05555556,0.75
